,Issue_id,Priority,Duplicated_issue,Title,Description
0,217,P3,,[],"['minimize', 'eclipse', 'run', 'eclipse', 'workbench', 'crash', 'follow', 'print', 'console']"
1,823,P3,,"['detach', 'appear']","['emedded', 'activex', 'browser', 'component', 'behavior', 'detach', 'basically', 'resource', 'perspective', 'detach', 'separate', 'window', 'scroll', 'get', 'start', 'eclipse', 'selectable', 'notice', 'problem', 'detach', 'itpuiall', 'restore', 'window']"
2,824,P3,,"['restore', 'window']","['duplicate', 'invoke', 'content', 'window', 'detach', 'window', 'window', 'result', 'return', 'window', 'window', 'accessable', 'swtactivate', 'control', 'readme', 'detach', 'workbench', 'window', 'unresponsive', 'view', 'detach', 'workbench', 'window', 'window', 'unresponsive', 'close', 'detach', 'window', 'responsive']"
3,825,P3,,"['perspective', 'open', 'current', 'window']","['create', 'second', 'workbench', 'window', 'perspective', 'window', 'request', 'observe', 'perspective', 'current', 'workbench', 'window', 'window', 'reuse', 'furthermore', 'doesnt', 'set', 'perspective', 'open', 'preferences', 'create', 'perspective', 'current', 'active', 'workbench', 'window', 'move', 'comment']"
4,827,P3,,['content'],"['outline', 'content', 'content', 'external', 'netscape', 'browser']"
5,830,P3,,"['netscape', 'restart', 'refresh', 'content']","['log', 'future', 'reference', 'stephen', 'cooper', 'message', 'question', 'close', 'netscape', 'click', 'bring', 'nestcape', 'expect', 'content', 'run', 'netscape', 'version', 'update', 'utility', 'generally', 'konqueror', 'instead', 'netscape', 'workbench', 'start', 'netscape', 'question', 'change', 'konqueror', 'instead', 'stephen', 'stephen', 'content', 'associate', 'example', 'concepts', 'associate', 'container', 'click', 'effect', 'netscape', 'version', 'specific', 'release', 'netscape', 'run', 'launch', 'workbench', 'launch', 'workbench', 'netscape', 'run', 'problem', 'stephen', 'cooper', 'message', 'workbench', 'window', 'window', 'netscape', 'window', 'select', 'different', 'window', 'happen', 'netscape', 'netscape', 'launch', 'netscape', 'process', 'figure', 'progress', 'want', 'upnextprev', 'stephen', 'stephen', 'select', 'perspective', 'select', 'content', 'select', 'different', 'curernt', 'notyhing', 'happen', 'designredesign', 'things', 'certainly', 'change', 'have', 'display', 'certainly', 'option', 'embed', 'browser', 'windows', 'stephen', 'cooper', 'message', 'run', 'redhat', 'netscape', 'workbench', 'select', 'bring', 'netscape', 'display', 'select', 'doesnt', 'change', 'netscape', 'show', 'previous']"
6,848,P3,,"['javascript', 'failure']","['jremotifsdk', 'javascript', 'duplicate', 'eclipse', 'switch', 'perspective', 'browser', 'machine', 'work', 'netscape', 'version', 'default']"
7,850,P3,,"['browser', 'content', 'updeated', 'switch', 'perspectives']","['reuse', 'netscape', 'window', 'perpectives', 'browser', 'share', 'perspectives', 'select', 'perspective', 'perspective', 'switch', 'perspective', 'browser', 'display']"
8,856,P3,,"['silent', 'ignore', 'duplicate', 'contexts']","['silently', 'ignore', 'context', 'object', 'log', 'reproduce', 'contexts', 'context', 'contribution']"
9,859,P3,,"['navigation', 'set', 'remember']","['perspective', 'navigation', 'button', 'shutdown', 'restart', 'show', 'navigation', 'detach', 'matter', 'future', 'release']"
10,860,P3,,"['pointer', 'exception', 'server', 'pluginid', 'pass']","['navigate', 'pluginid', 'cause', 'pointer', 'exception', 'throw', 'inside', 'server', 'report', 'command', 'eclipse', 'continue', 'pass', 'appear', 'navigation', 'inside', 'document', 'severity', 'defect']"
11,1777,P3,,"['script', 'console']","['run', 'script', 'console', 'have', 'console', 'perspective', 'expect', 'automatically', 'output', 'possible', 'perspective', 'need', 'reasonable', 'default', 'output', 'discard', 'situation', 'doubly', 'work', 'document', 'run', 'script', 'ensure', 'script', 'console']"
12,1802,P3,,"['add', 'script', 'prompt', 'restart']","['add', 'action', 'script', 'prompt', 'restart', 'dialog']"
13,1810,P3,,"['automatic', 'perspective', 'switch']","['jresdk', 'create', 'project', 'script', 'perspective', 'perspective', 'switch', 'automatically', 'resource', 'perspective']"
14,1831,P4,,"['perspectives', 'miss', 'notifications']","['notification', 'selection', 'change', 'switch', 'selection', 'provider', 'switch', 'active', 'open', 'perspective', 'active', 'selection', 'provider', 'close', 'notify', 'active', 'selection', 'close', 'debugger', 'perspective', 'action', 'action', 'disable', 'perspective', 'currently', 'doesnt', 'notification', 'switch', 'perspective', 'perspective']"
15,1832,P3,,"['accelarator', 'dock']","['affect', 'accelerator', 'proper', 'authority', 'problem', 'accelerators', 'dock', 'description', 'problem', 'accelerators', 'delete', 'property', 'dock', 'undock', 'reason', 'method', 'return', 'instead', 'window', 'dock', 'boolean', 'return', 'menushell', 'update', 'indicate', 'client', 'unable', 'duplicate', 'action', 'navigator', 'global', 'action', 'invoke', 'action', 'normal', 'detach', 'window', 'navigator', 'detach', 'window', 'accelarator', 'problem', 'follow', 'swtall', 'translate', 'accelerator', 'application', 'behavior', 'implement', 'feature', 'application', 'talk', 'implement', 'feature']"
16,1843,P2,,"['perspectives', 'remove', 'plugin', 'cause', 'unresponsive']","['perspectives', 'include', 'perspective', 'delete', 'plugin', 'directory', 'restart', 'errors', 'start', 'presumably', 'plugins', 'dependant', 'initialize', 'perspective', 'generic', 'perspective', 'teamspecific', 'navigator', 'properties', 'perspective', 'change', 'surprise', 'available', 'close', 'perspective', 'reopen', 'perspective', 'strange', 'perspective', 'startup', 'unavailable', 'startup', 'workbench', 'remove', 'aspects', 'longer', 'underlie', 'plugin', 'available']"
