,Issue_id,Priority,Duplicated_issue,Title,Description
0,180,P5,,"['package', 'review']","['random', 'review', 'comment', 'package', 'method', 'rename', 'cvslike', 'terminology', 'shouldnt', 'mergeresource', 'interface', 'plugin', 'implementations', 'public', 'cvsfile', 'outgoingadd', 'public', 'cvsfile', 'outgoingchange', 'public', 'cvsfile', 'outgoingdelete', 'public', 'cvsfile', 'incomingchange', 'public', 'cvsfile', 'public', 'cvsfile', 'incomingadd', 'public', 'cvsfolder', 'remove', 'folder', 'special', 'public', 'cvsfile', 'incomingdelete', 'public', 'status', 'remove', 'method', 'mergeresource', 'delete', 'follow', 'methods', 'isleaf', 'getname', 'getpath', 'getextension', 'replace', 'setlabels', 'getlocallabel', 'getcommonlabel', 'getremotelabel', 'rename', 'rename', 'getbaserevision', 'remove', 'hasbaserevision', 'getlabel', 'methods', 'return', 'mergeresource', 'repository', 'issaveneeded', 'return', 'shouldnt', 'display', 'lowlevel', 'warn', 'performsync', 'propagate', 'exception', 'method', 'appropriate', 'message', 'getproblemtitle', 'remove', 'inline', 'getdiffroot', 'remove', 'duplicate', 'shouldnt', 'subclass', 'gettitle', 'settitle', 'prepareinput', 'subclass', 'createcontents', 'revisit']"
1,214,P5,,"['unimplemented', 'methods', 'vcmevent']","['public', 'iteamstream', 'getteamstream', 'return', 'public', 'iresource', 'getresources', 'return', 'public', 'irepository', 'getrepository', 'return', 'itpvcmall', 'notification']"
2,254,P3,,"['vcmsniffbat', 'project']",[]
3,258,P5,,"['save', 'compare', 'versions', 'editor', 'doesnt']",[]
4,259,P5,,"['change', 'compare', 'editor']",[]
5,1533,P2,,"['feature', 'notification', 'change', 'variables']","['debugger', 'display', 'variables', 'change', 'different', 'control', 'special', 'present', 'wait', 'style', 'treeitems', 'example', 'bolding', 'public', 'static', 'string', 'display', 'display', 'display', 'display', 'treeshell', 'swtnone', 'treesetbounds', 'treeitem', 'treeitemtree', 'swtnone', 'itemsettextitem', 'treeitem', 'treeitem', 'treeitemtree', 'swtnone', 'canvas', 'accent', 'canvastree', 'swtnone', 'fontdata', 'fontdisplay', 'listener', 'public', 'egcdrawtext', 'treeitemgettext', 'listener', 'public', 'treeitem', 'treeitem', 'listener', 'public', 'treeeditor', 'editor', 'treeeditortree', 'swtleft', 'gcaccent', 'gctextextent', 'gcdispose', 'treeitem', 'shellopen', 'shellisdisposed', 'displaysleep', 'fontdispose', 'displaydispose', 'enhancement', 'language', 'independent', 'bolding', 'color', 'variable', 'change', 'presentation', 'specific', 'treeitems', 'support', 'style', 'options', 'extend', 'treeviewer', 'fairly', 'bolding', 'behavior', 'outline', 'support', 'style', 'individual', 'easier', 'itpuiall', 'feature', 'request', 'style', 'request', 'move', 'inactive']"
6,1848,P3,,['import'],[]
7,1849,P3,,"['change', 'viewer']",[]
8,1890,P3,,"['performance', 'problem']","['build', 'project', 'errors', 'minutes', 'update', 'performance', 'problem', 'severe', 'host', 'easily', 'create', 'workbench', 'errors', 'problem', 'tableviewer', 'update', 'result', 'performance', 'marker', 'additions', 'optimize', 'tableviewer', 'meantime', 'change', 'process', 'resource', 'update', 'tasklist', 'viewer', 'relevant', 'marker', 'change', 'protect', 'gather', 'marker', 'change', 'additions', 'arraylist', 'removals', 'arraylist', 'change', 'arraylist', 'additions', 'removals', 'change', 'update', 'viewer', 'marker', 'change', 'removalssize', 'additionssize', 'changessize', 'complete', 'refresh', 'change', 'markers', 'fviewerrefresh', 'marginal', 'improvement', 'javaui', 'plugin', 'project', 'workspace', 'time', 'resource', 'vajava', 'refresh', 'second', 'time', 'element', 'get', 'provider', 'settext', 'getimage', 'setimage', 'difference', 'time', 'element', 'get', 'provider', 'settext', 'getimage', 'setimage', 'difference', 'reason', 'gettext', 'getimage', 'longer', 'number', 'markers', 'resource', 'itpcore', 'marker', 'access', 'performance', 'improve', 'theres', 'account', 'set', 'tableitem', 'account', 'second', 'talk', 'performance', 'problems', 'address', 'improve', 'incremental', 'update', 'tableviewer', 'improvement', 'refresh', 'toggle', 'filter', 'improvements', 'possible', 'widget', 'performance', 'example', 'optimizations', 'possible', 'optimize', 'doupdateitem', 'improve', 'doupdateitem', 'redrawing', 'widget', 'second', 'entries', 'protect', 'widget', 'object', 'element', 'boolean', 'fullmap', 'widget', 'instanceof', 'tableitem', 'tableitem', 'tableitem', 'widget', 'remember', 'element', 'show', 'fullmap', 'ilabelprovider', 'instanceof', 'ilabelprovider', 'columncount', 'string', 'tableitem', 'tableitem', 'column', 'column', 'columncount', 'column', 'similar', 'string', 'column', 'column', 'column', 'textscolumn', 'apparently', 'problem', 'setimage', 'tisettexttexts', 'benchmark', 'import', 'comibmswt', 'import', 'import', 'import', 'javaio', 'public', 'public', 'static', 'mainstring', 'columns', 'display', 'display', 'display', 'tableshell', 'swtnull', 'tablesetbounds', 'shellopen', 'forint', 'columns', 'tablecolumn', 'column', 'columnsetwidth', 'tableitem', 'tableitem', 'forint', 'tableitemtable', 'swtnull', 'display', 'gcsetbackground', 'swtcolorred', 'gcfillrectangle', 'imagegetbounds', 'gcdispose', 'string', 'benchmark', 'starttime', 'forint', 'widget', 'widget', 'widget', 'instanceof', 'tableitem', 'tableitem', 'tableitem', 'widget', 'remember', 'element', 'show', 'fullmap', 'ilabelprovider', 'instanceof', 'ilabelprovider', 'columncount', 'string', 'tableitem', 'tableitem', 'column', 'column', 'columncount', 'column', 'similar', 'string', 'column', 'column', 'column', 'textscolumn', 'apparently', 'problem', 'setimage', 'tisettexttexts', 'endtime', 'elapse', 'endtime', 'starttime', 'elapsedms', 'shellisdisposed', 'displaysleep', 'imagedispose', 'result', 'columns', 'vajava', 'columns', 'machine', 'columns', 'columns', 'emulate', 'windows', 'columns', 'windows', 'native', 'columns', 'slower', 'faster', 'achieve', 'performance', 'windows', 'native', 'widget', 'apparently', 'benchmarks', 'release', 'performance', 'follow', 'windows', 'emulate', 'columns', 'columns', 'windows', 'emulate', 'columns', 'columns']"
9,1935,P3,,['projectjars'],[]
