,Issue_id,Priority,Duplicated_issue,Title,Description
0,15,P3,,['investigation'],"['support', 'implementation', 'options', 'client', 'implementation', 'native', 'implementation', 'native', 'standard', 'drawbacks', 'have', 'external', 'process', 'manage', 'standard', 'instandard', 'approach', 'closely', 'integrate', 'suffer', 'performance', 'flexibility', 'inferiour', 'socket', 'implementation', 'license', 'issue', 'public', 'implemenations', 'look', 'plugin', 'implementation', 'likely', 'promise', 'testinvestigate', 'enable', 'move', 'investigation', 'instal', 'openssh', 'include', 'client', 'server', 'log', 'client', 'instal', 'telnet', 'application', 'include', 'client', 'plugin', 'log', 'client', 'plugin', 'default', 'options', 'configurations', 'possible', 'assume', 'resolve', 'move']"
1,63,P3,,"['location', 'project', 'workspace']","['host', 'scenarios', 'project', 'particular', 'place', 'place', 'plugins', 'typical', 'approach', 'workspace', 'plugins', 'target', 'install', 'develop', 'fragment', 'configuration', 'component', 'different', 'location', 'mandate', 'runtime', 'critical', 'selfhosting', 'location', 'delete', 'creation', 'move', 'implementation', 'jeanmichel', 'support', 'exactly', 'project', 'dialog', 'passin', 'qualify', 'location', 'project', 'description', 'create']"
2,121,P3,,"['vcmcore', 'remove']","['remove', 'manager', 'change', 'manager', 'replace', 'prefix', 'optional', 'plugin', 'startup', 'search', 'manager', 'delete', 'jeanmichel', 'itpvcmall', 'managers', 'startup', 'correctly', 'implement', 'cycle', 'release']"
3,201,P5,,"['version', 'proposer']","['version', 'repository', 'official', 'encounter', 'problem', 'propose', 'version', 'helpful']"
4,219,P5,,"['contribute', 'documentation']","['contribute', 'proper', 'documentation', 'feature', 'example', 'preference', 'require', 'creation', 'context', 'documentation', 'plugins', 'centrally', 'store', 'plugin', 'include', 'plugin', 'furthermore', 'documentation', 'available', 'accessible', 'perspective']"
5,231,P5,,"['keyword', 'substitution', 'binary']","['reminder', 'currently', 'binary', 'keyword', 'substitution', 'better', 'jeanmichel', 'think', 'release', 'choice', 'send', 'binary', 'binary', 'result', 'keyword', 'substitution', 'support', 'manually', 'change', 'command', 'problem', 'follow', 'similar', 'strategy', 'wildcard', 'ignore', 'plugin', 'contribute', 'treat', 'plugin', 'register', 'properties', 'preference', 'manually', 'comare', 'framework', 'functionality', 'compare', 'framework', 'treat', 'binary', 'appear', 'generically', 'useful']"
6,237,P5,,['version'],"['distinguish', 'version', 'number', 'display', 'exist', 'project', 'versions', 'imagine', 'have', 'version', 'available', 'newsgroup', 'browsers', 'relate', 'frame', 'distinguish', 'segment', 'version', 'obvious', 'convention', 'period', 'distinguish', 'invalid', 'period', 'character', 'project', 'versions', 'underscore', 'generally', 'separate', 'components', 'depend', 'pattern', 'version', 'prefix', 'version', 'version', 'prefix', 'separate', 'underscore', 'prefix', 'problem', 'try', 'assign', 'mean', 'version', 'number', 'determine', 'convention', 'version', 'number', 'determine', 'adapter', 'period', 'version', 'number', 'underscore', 'convention', 'underscore', 'separate', 'version', 'number', 'adapter', 'allow', 'convention', 'different', 'reengineer', 'easier', 'accomplish']"
7,238,P5,,"['useful', 'version', 'project']","['convince', 'possible', 'versions', 'project', 'versions', 'think', 'reduce', 'traffic', 'server']"
8,831,P3,,"['disconnect', 'outlook']","['newsgroup', 'kingdtcecom', 'newsgroups', 'wednesday', 'august', 'subject', 'relate', 'subject', 'internal', 'server', 'relate', 'annoyances', 'server', 'eclipse', 'laptop', 'outlook', 'express', 'reader', 'laptop', 'newsgroups', 'include', 'typically', 'read', 'reply', 'disconnect', 'network', 'synchronize', 'read', 'offline', 'unfortunately', 'online', 'offline', 'set', 'outlook', 'express', 'connect', 'conflict', 'happen', 'read', 'eclipse', 'read', 'frequently', 'eclipse', 'connect', 'think', 'server', 'network', 'outlook', 'express', 'offline', 'errors', 'contact', 'server', 'outlook', 'express', 'offline', 'eclipse', 'connect', 'outlook', 'express', 'online', 'wonder', 'correlation', 'lockups', 'relate', 'install', 'loopback', 'adapter', 'access', 'machine', 'network', 'network', 'software', 'device', 'driver', 'install', 'microsoft', 'dorian', 'birsancaibmcom', 'message', 'unfortunate', 'alternate', 'offlineonline', 'swtich', 'outlook', 'eclipse', 'better', 'solution', 'scenario', 'outlookinternet', 'explorerwinsock', 'recognize', 'address', 'communication', 'offline', 'dorian', 'kingdtcecom', 'message', 'subject', 'internal', 'server', 'relate', 'annoyances', 'server', 'eclipse', 'laptop', 'outlook', 'express', 'reader', 'laptop', 'newsgroups', 'include', 'typically', 'read', 'reply', 'disconnect', 'network', 'synchronize', 'read', 'offline', 'unfortunately', 'online', 'offline', 'set', 'outlook', 'express', 'connect', 'conflict', 'happen', 'read', 'eclipse', 'read', 'frequently', 'eclipse', 'connect', 'think', 'server', 'network', 'outlook', 'express', 'offline', 'errors', 'contact', 'server', 'outlook', 'express', 'offline', 'eclipse', 'connect', 'outlook', 'express', 'online', 'wonder', 'correlation', 'lockups', 'relate']"
9,837,P4,,"['chapters', 'feture', 'need']","['chapters', 'learn', 'addition', 'need', 'bookmarks']"
10,842,P3,,['handle'],"['handle', 'change', 'fragment', 'have', 'plugins', 'directory', 'verify', 'support', 'call', 'platform', 'methods', 'locate', 'nlvariants', 'support', 'search', 'plugin', 'fragment', 'directories', 'correct', 'plugin', 'fragment', 'directories', 'current', 'locale', 'open', 'support', 'pass', 'locale', 'pluginfind', 'method', 'itpcoreall', 'support', 'specify', 'locale', 'pluginfind']"
11,843,P3,,"['dialog', 'preferences']","['product', 'version', 'description', 'dialog', 'indicate', 'appear', 'documentation', 'instal', 'machine', 'instal', 'remote', 'server', 'windows', 'preferences', 'option', 'jump', 'directly', 'preference']"
12,857,P3,,"['exception', 'get', 'start']","['internet', 'explorer', 'get', 'start', 'workbench', 'cursor', 'message', 'say', 'correct', 'version', 'instal', 'version', 'correct', 'follow', 'walkback', 'console', 'correct', 'version', 'internet', 'explorer', 'instal', 'registry', 'result', 'sitejava', 'erfactoryjava', 'werjava', 'dedhelpviewjava', 'rmjavacompiled', 'inerjava', 'resentationjava', 'defaulthelpjava', 'compile', 'derjava', 'method', 'move', 'move', 'specific', 'special', 'version', 'message', 'console', 'platforms', 'object', 'platform', 'default', 'global', 'listener', 'listen', 'dump', 'console', 'start', 'platform', 'log', 'direct', 'standard', 'dump', 'log', 'scenario', 'platform', 'listen', 'decide', 'standard', 'instead', 'platform', 'log', 'direct', 'standard']"
13,858,P3,,['unable'],"['respond', 'griffinottoti', 'tovlad', 'adamsottoti', 'gregadamsoticom', 'subjectbug', 'server', 'server', 'resolve', 'resolve', 'presence', 'character', 'mess', 'awhile', 'figure', 'reproduce', 'problem', 'documentation', 'contain', 'create', 'problem', 'include', 'manifest', 'navigate', 'complete', 'plugin']"
14,1778,P3,,"['script', 'unable']","['script', 'unable', 'script', 'extension', 'definition', 'reference', 'platform', 'protocol', 'protocol', 'currently', 'support', 'direct', 'write', 'protocol', 'currently', 'return', 'relative', 'specification', 'complete', 'specification', 'determine', 'throw', 'script', 'handler', 'javascript', 'script', 'attempt']"
