,Issue_id,Priority,Duplicated_issue,Title,Description
0,1,P3,,"['usability', 'external', 'editors']","['project', 'contain', 'resource', 'release', 'project', 'resource', 'external', 'editor', 'paintshop', 'external', 'editor', 'navigator', 'resource', 'verify', 'change', 'release', 'project', 'release', 'navigator', 'resource', 'verify', 'change', 'problem', 'refresh', 'workspace', 'change', 'release', 'open', 'resource', 'external', 'editor', 'modify', 'show', 'change', 'problem', 'occur', 'release', 'actually', 'release', 'resources', 'miss', 'extremely', 'change', 'release', 'refresh', 'release', 'move', 'comment', 'relate', 'set', 'optoinal', 'mandatory', 'default', 'set', 'consider', 'workspaces', 'network', 'drive', 'effect', 'refresh', 'complete', 'workspace', 'runnable', 'runnable', 'release', 'optimal', 'builders', 'responsible', 'maintain', 'invariants', 'derive', 'resources', 'releasable', 'builders', 'release', 'invariants', 'maintain', 'release', 'inconsistent', 'summary', 'ensure', 'consistency', 'release', 'itpvcmwinnt', 'internal', 'compare', 'document', 'fail']"
1,4,P5,,"['better', 'message', 'catch', 'readonly', 'resource']","['synchronize', 'project', 'repository', 'different', 'eclipse', 'change', 'resource', 'project', 'release', 'repository', 'original', 'eclipse', 'resource', 'readonly', 'select', 'rightclick', 'properties', 'change', 'select', 'resource', 'rightclick', 'synchronize', 'stream', 'subsequent', 'comparison', 'select', 'resource', 'rightclick', 'catchup', 'mark', 'readonly', 'inevitable', 'problems', 'dialog', 'assistance', 'occur']"
2,10,P3,,['notification'],"['notification', 'activity', 'notification', 'resource', 'change', 'notification', 'notify', 'listeners', 'manipulate', 'wouldnt', 'notify', 'change', 'occur', 'server', 'example', 'notification', 'follow', 'events', 'possibly', 'greatly', 'improve', 'ability', 'maintain', 'refresh', 'repository', 'stream', 'stream', 'lockunlock', 'setsharing', 'project', 'stream', 'project', 'version', 'catchuprelease', 'tofrom', 'stream', 'notification', 'method', 'lotusnotesian', 'refresh', 'example', 'currently', 'stream', 'create', 'stream', 'stream', 'include', 'theyve', 'create', 'stream', 'creation', 'wizard', 'stream', 'create', 'different', 'plugins', 'repository', 'deletion', 'currently', 'support', 'deletion', 'removal', 'repository', 'workspaces', 'repositories', 'repositories', 'persistent', 'remove', 'prevent', 'grow', 'indefinitely', 'ivcmevent', 'ivcmlistener', 'ivcmprovider', 'possible', 'additional', 'change', 'resource', 'transience', 'createdelete', 'project', 'version', 'consider', 'instead', 'eventlistener', 'eclipse', 'change', 'prioritization', 'important', 'update', 'label', 'navigator', 'property', 'sheet', 'explicit', 'refresh', 'update', 'resource', 'change', 'provider', 'listener', 'update', 'change', 'share', 'drop', 'creation', 'connections', 'stream', 'update', 'stream', 'children', 'release', 'update', 'version', 'versioning', 'implement', 'events', 'stream', 'implement', 'listen', 'stream']"
3,11,P3,,"['map', 'project', 'workspace', 'project']","['jeanmichel', 'operation', 'support', 'follow', 'scenario', 'create', 'project', 'workbench', 'call', 'teamstream', 'project', 'call', 'tomcat', 'version', 'create', 'project', 'workbench', 'call', 'stream', 'project', 'tomcat', 'version', 'project', 'generally', 'semantics', 'project', 'workbench', 'versus', 'project', 'workbench', 'allow', 'map', 'project', 'regardless', 'workbench', 'project', 'choose', 'similar', 'clearcases', 'notion', 'have', 'number', 'project', 'configuration', 'clearcase', 'call', 'likewise', 'option', 'update', 'command', 'specific', 'module', 'version', 'directory', 'default', 'modules', 'mention', 'responsible', 'rename', 'project', 'threated', 'differently', 'alternative', 'method', 'available', 'rename', 'project', 'server', 'project', 'workbench', 'project', 'rename', 'affect', 'repository', 'project', 'map', 'currently', 'underlie', 'assumption', 'project', 'workspace', 'versioning', 'relax', 'move', 'consideration']"
4,12,P3,,"['manageunmanage', 'support', 'policies']","['currently', 'resource', 'share', 'version', 'control', 'project', 'manage', 'derive', 'artifacts', 'active', 'develop', 'project', 'manage', 'object', 'configuration', 'ismanaged', 'operations', 'provide', 'support', 'manage', 'resources', 'default', 'resources', 'unmanaged', 'parent', 'manage', 'project', 'share', 'policy', 'resources', 'create', 'generate', 'process', 'manage', 'automatically', 'discussion', 'jeanmichel']"
5,13,P3,,"['discussion', 'versioning']","['project', 'version', 'stream', 'explorer', 'jeanmichel', 'tag', 'affect', 'repository', 'work', 'question', 'require', 'work', 'tag', 'purpose', 'serve', 'designate', 'project', 'revisions', 'project', 'tag', 'specify', 'project', 'revisions', 'independently', 'work', 'work', 'necessary', 'manual', 'workspace', 'revisions', 'workspace', 'require', 'revisions', 'command', 'branch', 'stream', 'currently', 'version', 'record', 'history', 'allow', 'exist', 'stream', 'dangerous', 'tag', 'adapter', 'currently', 'versions', 'create', 'recommend', 'workarounds', 'section', 'output', 'follow', 'header', 'symbolic', 'select', 'version', 'internally', 'branch', 'create', 'stream', 'version', 'provide', 'operations', 'create', 'project', 'version', 'stream', 'create', 'project', 'version', 'workspace', 'operations', 'context', 'project', 'navigator', 'second', 'context', 'project', 'stream', 'repository', 'explorer', 'operations', 'jeanmichels', 'comment', 'adapter', 'currently', 'disagree', 'provide', 'support', 'confuse', 'versioning', 'workspace', 'closer', 'arguably', 'better', 'versioning', 'oppose', 'try', 'version', 'nonlocking', 'change', 'stream', 'decision', 'support', 'versioning', 'stream', 'helpful', 'baselining', 'release', 'distinction', 'inform', 'workspace', 'differ', 'stream', 'versioning', 'stream', 'helpful', 'stream', 'versioning', 'move', 'active', 'useful', 'comment']"
6,17,P5,,"['gender', 'change']","['gender', 'change', 'workspace', 'stream', 'folder', 'workspace', 'folder', 'stream', 'currently', 'implementation', 'assume', 'resource', 'occur', 'machine', 'release', 'folder', 'machine', 'release', 'resource', 'unlikely', 'doesnt', 'handle', 'ensure', 'fail']"
7,19,P4,,"['branch', 'catchup']","['stream', 'respository', 'catchup', 'stream', 'instead', 'select', 'project', 'stream', 'workspace', 'annoy', 'doesnt', 'bash', 'project', 'load', 'basically', 'pick', 'individual', 'project', 'navigator', 'catch', 'instead', 'pick', 'stream', 'denote', 'project', 'lineup', 'project', 'stream', 'necessarily', 'meaningful', 'project', 'stream', 'stream', 'repository', 'project', 'stream', 'incoming', 'creation', 'project', 'project', 'reference', 'transitive', 'load', 'transitive', 'catch', 'useful', 'global', 'toolbar', 'button', 'catchup', 'share', 'project', 'jeanmichel', 'itpvcmwinnt', 'workspace', 'move', 'permit']"
8,20,P2,,['workspace'],"['think', 'useful', 'connections', 'store', 'external', 'instead', 'have', 'cash', 'workspace', 'metadata', 'workspace', 'reconstruct', 'information', 'configure', 'workspace', 'connections', 'point']"
9,21,P5,,"['watchedit', 'release', 'project', 'workspace']","['release', 'command', 'delete', 'work', 'checkout', 'eclipse', 'terminology', 'delete', 'work', 'project', 'eclipseyou', 'workaround', 'release', 'project', 'delete', 'project', 'workspace', 'simply', 'delete', 'eclipse', 'trigger', 'history', 'cancel', 'checkout', 'indicate', 'work', 'longer', 'unlike', 'command', 'operate', 'work', 'invoke', 'work', 'directly', 'parent', 'directory', 'cvsroot', 'environment', 'variable', 'global', 'option', 'repository', 'work', 'release', 'necessary', 'doesnt', 'normally', 'lock', 'remove', 'work', 'uncommitted', 'change', 'work', 'cessation', 'cvsroothistory', 'history', 'command', 'release', 'check', 'uncommitted', 'change', 'prompt', 'continuation', 'work', 'actually', 'release', 'record', 'repositorys', 'cvsroothistory']"
