,Issue_id,Priority,Duplicated_issue,Title,Description
0,7,P5,,"['movecopy', 'semantics', 'preserve', 'vcmtargets']","['platform', 'notify', 'people', 'resource', 'resource', 'change', 'events', 'deltas', 'copy', 'target', 'retain', 'semantics', 'current', 'delete', 'unfortunate', 'vcmtarget', 'optimizations', 'information', 'available', 'relate', 'itpcorewinnt', 'movecopy', 'semantics', 'preserve', 'vcmtargets', 'relevant', 'address', 'nonlocal', 'movecopy', 'address', 'release', 'putdelete', 'move', 'log', 'future']"
1,15,P3,,['investigation'],"['support', 'implementation', 'options', 'client', 'implementation', 'native', 'implementation', 'native', 'standard', 'drawbacks', 'have', 'external', 'process', 'manage', 'standard', 'instandard', 'approach', 'closely', 'integrate', 'suffer', 'performance', 'flexibility', 'inferiour', 'socket', 'implementation', 'license', 'issue', 'public', 'implemenations', 'look', 'plugin', 'implementation', 'likely', 'promise', 'testinvestigate', 'enable', 'move', 'investigation', 'instal', 'openssh', 'include', 'client', 'server', 'log', 'client', 'instal', 'telnet', 'application', 'include', 'client', 'plugin', 'log', 'client', 'plugin', 'default', 'options', 'configurations', 'possible', 'assume', 'resolve', 'move']"
2,121,P3,,"['vcmcore', 'remove']","['remove', 'manager', 'change', 'manager', 'replace', 'prefix', 'optional', 'plugin', 'startup', 'search', 'manager', 'delete', 'jeanmichel', 'itpvcmall', 'managers', 'startup', 'correctly', 'implement', 'cycle', 'release']"
3,201,P5,,"['version', 'proposer']","['version', 'repository', 'official', 'encounter', 'problem', 'propose', 'version', 'helpful']"
4,843,P3,,"['dialog', 'preferences']","['product', 'version', 'description', 'dialog', 'indicate', 'appear', 'documentation', 'instal', 'machine', 'instal', 'remote', 'server', 'windows', 'preferences', 'option', 'jump', 'directly', 'preference']"
5,857,P3,,"['exception', 'get', 'start']","['internet', 'explorer', 'get', 'start', 'workbench', 'cursor', 'message', 'say', 'correct', 'version', 'instal', 'version', 'correct', 'follow', 'walkback', 'console', 'correct', 'version', 'internet', 'explorer', 'instal', 'registry', 'result', 'sitejava', 'erfactoryjava', 'werjava', 'dedhelpviewjava', 'rmjavacompiled', 'inerjava', 'resentationjava', 'defaulthelpjava', 'compile', 'derjava', 'method', 'move', 'move', 'specific', 'special', 'version', 'message', 'console', 'platforms', 'object', 'platform', 'default', 'global', 'listener', 'listen', 'dump', 'console', 'start', 'platform', 'log', 'direct', 'standard', 'dump', 'log', 'scenario', 'platform', 'listen', 'decide', 'standard', 'instead', 'platform', 'log', 'direct', 'standard']"
6,1847,P3,,"['example', 'integration']","['meet', 'seemless', 'integration']"
7,2053,P1,,"['contribute', 'startup', 'plugin']","['support', 'contribute', 'automatically', 'startup', 'contributors', 'plugin', 'stack']"
8,2086,P3,,"['workbench', 'call', 'eclipseexe']","['warn', 'start', 'platform', 'run', 'uimain', 'currently', 'select', 'run', 'implement', 'eclipseexe', 'consequences', 'eclipse', 'instance', 'develop', 'designtime', 'eclipse', 'instance', 'provide', 'eclipseexe', 'splash', 'screen', 'secret', 'handshake', 'eclipseexe', 'platform', 'platform', 'receive', 'launch', 'uimain', 'directly', 'splashscreen', 'platform', 'option', 'splashscreen', 'possible', 'consequences', 'run', 'uimain', 'instead', 'eclipseexe', 'blank', 'display', 'splash', 'screen', 'show', 'splash', 'screen', 'move', 'eclipseexe', 'product', 'configuration', 'productini', 'move', 'plugin', 'basically', 'eclipseexe', 'particular', 'arguments', 'prepare', 'provide', 'arguments', 'problem', 'suggest', 'arguments']"
9,2273,P4,,"['editormgmt', 'control', 'launch', 'external', 'editors']","['register', 'external', 'editor', 'plugin', 'manifest', 'developer', 'specify', 'select', 'resource', 'command']"
10,2287,P3,,"['break', 'plugin']","['stdout', 'complain', 'plugin', 'pluginxml', 'verify']"
