,Issue_id,Priority,Duplicated_issue,Title,Description
0,102,P5,,"['compare', 'cntrln', 'step']","['accelerator', 'step', 'cntrln', 'have', 'accessibility', 'things', 'edit', 'button', 'syncview', 'cntrlnp', 'shortcuts', 'independent', 'action', 'platform', 'support', 'instal', 'action', 'updown', 'arrows', 'appear', 'syncviews', 'titlebar', 'search', 'result', 'viewer', 'move', 'itpvcm', 'consideration', 'add', 'previous', 'action', 'toolbar', 'change', 'add', 'updown', 'arrows', 'distinction', 'change', 'regardless', 'boundaries', 'toggle', 'button', 'determine', 'behaviour', 'updown', 'button', 'button']"
1,142,P5,,"['repository', 'arrows']","['repository', 'arrows', 'arrows', 'navigate', 'arrows', 'instead', 'arrows', 'supply', 'orgeclipseui', 'leftright', 'webgopher', 'navigation', 'familiar', 'netscape', 'arrows', 'people', 'pretty', 'confuse', 'actually', 'create', 'different', 'element', 'button', 'press', 'move', 'consideration']"
2,154,P5,,"['compare', 'duplication', 'history', 'edition', 'seletion', 'dialog']","['copy', 'historyview', 'common', 'factor', 'duplicate']"
3,155,P5,,"['property', 'change', 'button', 'middle']","['change', 'button', 'middle', 'properties', 'dialog', 'entries', 'relate', 'select', 'project', 'properties', 'dialog', 'select', 'better', 'directly', 'refer']"
4,186,P5,,"['comment', 'longggg', 'dialog']","['comment', 'release', 'comment', 'dialog', 'character', 'release', 'release', 'comment', 'dialog', 'default', 'comment', 'dialog', 'jeanmichel', 'comment', 'truncate', 'future']"
5,243,P5,,"['rework', 'senders']",['senders']
6,261,P5,,"['version', 'toolbar', 'button']","['version', 'toolbar', 'button', 'important', 'hide', 'set', 'navigator', 'package', 'hierarchy']"
7,276,P5,,"['dialog', 'version']","['dialog', 'version', 'trail', 'portion', 'project', 'version', 'visible', 'choose', 'proper', 'version', 'version', 'dialog', 'notice', 'horizontal', 'scrollbar', 'scroll', 'project', 'inside', 'version', 'project', 'select', 'entire', 'version']"
8,817,P3,,"['inconsisent', 'behavior']","['choose', 'printer', 'click', 'button', 'toolbar', 'choose', 'printer', 'choice', 'absolutely', 'somewhat', 'force', 'support', 'print', 'current', 'children', 'current', 'implementation', 'actually', 'print', 'separate', 'transactions', 'embed', 'control', 'pop', 'printer', 'dialog', 'example', 'feasable', 'versions', 'configuration', 'persist', 'dialog', 'settings', 'invocation', 'selection', 'carry', 'double', 'platform', 'print', 'nest', 'print', 'instead', 'control', 'believe', 'functionality', 'confuse', 'currently', 'nest', 'print', 'printer', 'printer', 'behavior', 'idmprint', 'command', 'accord', 'programatically', 'printer', 'control', 'printer', 'dialog', 'transaction', 'follow', 'transaction', 'latest', 'printer', 'problem', 'twofold', 'printer', 'dialog', 'settings', 'persistent', 'options', 'confuse', 'nest', 'print', 'specify', 'nest', 'print', 'investigate']"
9,818,P3,,"['click', 'dialog']","['hide', 'press', 'resource', 'navigator', 'choose', 'windows', 'press', 'topics', 'choose', 'windows', 'driver', 'hide', 'press', 'resource', 'navigator', 'choose', 'windows', 'change', 'close', 'infopop', 'launch', 'problem', 'test', 'cover', 'scenarios', 'move', 'comment', 'test', 'uncover', 'workbench']"
