,Issue_id,Priority,Duplicated_issue,Title,Description
0,2,P5,,"['open', 'repository', 'resources', 'doesnt']","['open', 'repository', 'resource', 'default', 'editor', 'doesnt', 'map', 'resource', 'editors', 'result', 'possible', 'content', 'sensible', 'agree', 'need', 'eventually', 'critical', 'outliner', 'edit', 'resource', 'repository', 'move', 'general', 'specialize', 'editor', 'remote', 'resource', 'dependent', 'resources', 'expect', 'example', 'reference', 'graphic', 'editor', 'graphic', 'display', 'editor', 'write', 'accomodate', 'remote', 'miss', 'resources', 'discuss', 'vanilla', 'editors', 'itpvcmall', 'repositories', 'editor']"
1,3,P5,,"['indicate', 'deletion']","['deletion', 'indicator', 'viewer', 'subtle', 'vision', 'problems', 'suggestion', 'compare', 'viewer', 'consider', 'better', 'delete', 'project', 'synchronize', 'indication', 'delete', 'workspace', 'workspace', 'appear', 'rightfacing', 'screen', 'request', 'clarification', 'clearer', 'arrows', 'present', 'change', 'distinction', 'especially', 'attention', 'focus', 'compare', 'expect', 'workspace', 'indicate', 'delete', 'repository', 'remember', 'correctly', 'delete', 'repository']"
2,16,P5,,"['automerge', 'button']","['automerge', 'button', 'semantics', 'nonconflicting', 'incoming', 'change', 'server', 'resource', 'resource', 'click', 'button', 'conflict', 'incoming', 'change', 'decide', 'automerge', 'trivial', 'change', 'source', 'overlap', 'normal', 'change', 'nonoverlapping', 'exist', 'button']"
3,44,P3,,"['version', 'different', 'things']","['dialogs', 'versioned', 'dialogs', 'revision', 'number', 'correct', 'call', 'version']"
4,46,P5,,"['catchuprelease', 'usability']","['catchuprelease', 'issue', 'itpvcmwinnt', 'direction', 'need', 'julian', 'catchuprelease', 'usability', 'itpvcm', 'itpvcmwinnt', 'revert', 'change', 'itpvcmwinnt', 'compare', 'discussion', 'itpvcmwinnt', 'better', 'release', 'itpvcmall', 'prompt', 'unresolved', 'change', 'additional', 'synchronize', 'instead', 'catchuprelease', 'follow', 'itpvcmall', 'multiple', 'release', 'viewers', 'itpvcmwinnt', 'indicators', 'discard', 'release', 'decision', 'follow', 'button', 'catchup', 'nonconflicts', 'release', 'nonconflicts', 'gray', 'conflict', 'release', 'individual', 'resources', 'discourage', 'confuse', 'people', 'release', 'individual', 'conflict', 'instead', 'compare', 'button', 'better', 'encourageforce', 'people', 'examine', 'change', 'ensure', 'pick', 'accident', 'happen', 'workspace', 'compare', 'button', 'disable', 'unsaved', 'modifications', 'compare']"
5,52,P3,,"['replace', 'version', 'dialog', 'contain', 'compare', 'viewer']","['replace', 'version', 'different', 'repsoitory', 'follow', 'compare', 'version', 'remember', 'revision', 'number', 'replace', 'dialog', 'revision', 'number', 'easier', 'replace', 'version', 'dialog', 'contain', 'compare', 'viewer', 'usability', 'better', 'compare', 'history', 'history', 'comparer', 'dialog', 'dismiss', 'dialog', 'people']"
6,54,P3,,"['replace', 'version', 'dialog', 'comment']","['replace', 'version', 'dialog', 'revision', 'number', 'identify', 'version', 'revision', 'number', 'control', 'helpful', 'version', 'better', 'comment', 'information', 'provide', 'comment', 'helpful', 'specify', 'revision', 'number', 'control', 'revision', 'number', 'control', 'label', 'increment', 'automatically', 'version', 'specify', 'call', 'understand', 'show', 'versions', 'change', 'compare', 'dialog', 'compare', 'version']"
7,56,P3,,"['progress', 'dialogs', 'useful', 'title', 'progress', 'information']","['progress', 'dialogs', 'useful', 'title', 'instead', 'progress', 'information', 'happen', 'happen', 'consistent', 'progress', 'information', 'progress', 'dialogs', 'move', 'inactive']"
8,57,P4,,[],"['stream', 'expand', 'select', 'davehelloworld', 'project', 'expand', 'project', 'davehelloworld', 'information', 'show', 'expand', 'select', 'show', 'davehelloworld', 'lose', 'expansion', 'server', 'annoy', 'especially', 'refresh', 'button', 'update', 'think', 'adapter', 'drill', 'information', 'expansion', 'suspect', 'improve', 'move', 'move', 'itpvcm', 'change', 'optimize', 'move', 'future']"
9,68,P3,,"['compare', 'replace', 'navigator']","['compare', 'replace', 'navigator', 'replace', 'compare', 'lose', 'action', 'contribute', 'move', 'compare', 'replace', 'appear', 'different', 'relate', 'doesnt', 'search', 'look', 'action', 'seriously', 'look', 'replace', 'doesnt', 'maintain', 'history', 'replace', 'accident', 'contribute', 'compare', 'plugin', 'easier']"
