,Issue_id,Priority,Duplicated_issue,Title,Description
0,170,P3,,"['connection', 'failure']","['connection', 'repositories', 'catch', 'connect', 'cvslnxtest', 'operation', 'information', 'method', 'method', 'method', 'method']"
1,234,P3,,[],"['eclipse', 'incoming', 'change', 'click', 'release', 'internal', 'dialog', 'follow', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'method', 'reproduce', 'possibly', 'have', 'window']"
2,1749,P1,,"['debugger', 'source', 'generate', 'fail', 'execute', 'runnable']","['problems', 'problem', 'target', 'eclipse', 'debugger', 'install', 'change', 'orgeclipseui', 'breakpoint', 'actionrun', 'actually', 'method', 'runevent', 'reproduce', 'perspective', 'target', 'eclipse', 'create', 'project', 'button', 'toolbar', 'breakpoint', 'show', 'source', 'step', 'call', 'delegate', 'delegaterunthis', 'source', 'change', 'show', 'declare', 'receive', 'effect', 'previous', 'earlier', 'problem', 'click', 'frame', 'succession', 'frame', 'fail', 'execute', 'runnable', 'dialog', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'fail', 'execute', 'runnable', 'fail', 'execute', 'runnable', 'method', 'unhandled', 'exception', 'catch', 'fail', 'execute', 'runnable', 'method', 'fail', 'execute', 'runnable', 'fail', 'execute', 'runnable', 'method', 'indicate', 'thread', 'problem']"
3,2348,P3,,['examples'],"['pointer', 'exception', 'try', 'examples', 'obtain', 'baseurl', 'fileurl', 'fileurl', 'urlbaseurl', 'handle', 'exception']"
4,2405,P3,,"['invalid', 'thread', 'access', 'update']","['generation', 'background', 'thread', 'invoke', 'dialog', 'operation', 'enterprisebeans', 'runnable', 'dialogruntrue', 'runnable', 'truefork', 'truecancelable', 'detail', 'available', 'necessary', 'fork', 'thread', 'source', 'generate', 'editor', 'source', 'follow', 'exception', 'throw', 'unhandled', 'exception', 'catch', 'reason', 'invalid', 'thread', 'access', 'problme', 'design', 'accessible', 'multiple', 'thread', 'consistent', 'workaround', 'progress', 'monitor', 'forkfalse', 'negative', 'consequence', 'operaiton', 'thread', 'cancel', 'background', 'itpuiall', 'architectural', 'runnablecontext', 'fork', 'move']"
5,2448,P3,,"['standard', 'components', 'widget', 'dispose', 'close']","['perspective', 'close', 'select', 'editor', 'unsure', 'problem', 'orgeclipseui', 'widget', 'dispose', 'widget', 'dispose', 'method']"
6,2636,P3,,['oleeditor'],"['oleeditor', 'setfocus', 'activateclient', 'method', 'require', 'partactivation', 'setfocus', 'anyways']"
7,2641,P3,,"['preferences', 'noclassdeffound', 'preferences']","['run', 'target', 'eclipse', 'eclipse', 'delete', 'directory', 'workspace', 'preference', 'console', 'matter', 'dialog', 'follow', 'walkbacks', 'surprise', 'shouldnt', 'happen', 'second', 'probably', 'try', 'select', 'preference', 'unhandled', 'exception', 'catch', 'method', 'method', 'unhandled', 'exception', 'catch', 'method', 'method', 'docomputesize', 'protect', 'docomputesize', 'swtdefault', 'griddata', 'griddata', 'gdwidthhint', 'return', 'swtdefault', 'call', 'computesize', 'getcontrol', 'nonnull', 'possible']"
8,2755,P3,,[],"['export', 'wizard', 'fileexportzip', 'workspace', 'destination', 'browse', 'button', 'walkback', 'select', 'cause', 'export', 'directly', 'follow', 'version', 'encodingutf', 'section', 'valueitem', 'valueitem', 'valuetrueitem', 'valuefalseitem', 'valuefalseitem', 'valuetrueitem', 'valuetrueitem', 'valuefalseitem', 'valuefalseitem', 'valuetrueitem', 'valuetrueitem', 'valuetrueitem', 'valuefalseitem', 'valuefalseitem', 'valuefalselist', 'hack', 'original', 'anymore', 'unhandled', 'exception', 'catch', 'method', 'method', 'triggeredcaused', 'itpjuiwinnt', 'export', 'wizard', 'argument', 'immediate', 'action', 'require', 'wizard', 'problem', 'wizard', 'display', 'click', 'wizard', 'recover', 'component', 'close', 'dialog', 'select', 'export', 'correct', 'move', 'workbench', 'robust', 'plugins']"
9,2765,P5,,['dialogs'],"['method', 'follow', 'better', 'understand', 'myvalue', 'myvalue']"
10,2834,P2,,"['standard', 'components', 'delete']","['create', 'workbench', 'delete', 'restart', 'workbench', 'expect', 'message', 'print', 'editor', 'msword', 'exception', 'log', 'editor', 'follow', 'exception', 'orgeclipseui', 'problems', 'occur', 'invoke', 'plugin', 'orgeclipseui', 'method', 'method', 'method', 'method', 'method', 'method', 'exception', 'happen', 'orgeclipseui', 'problems', 'occur', 'invoke', 'plugin', 'orgeclipseui', 'argument', 'method', 'follow', 'oleeditorinit', 'nonnls', 'follow', 'suggestion', 'assume', 'oleeditor', 'clientsite', 'create', 'reference', 'place', 'directly', 'client', 'creation', 'problem', 'object', 'control', 'suggest', 'keep', 'check', 'stream']"
11,2963,P3,,"['exception', 'press', 'cancel']","['project', 'choose', 'replace', 'stream', 'cancel', 'progress', 'monitor', 'follow', 'exception', 'unfortunatly', 'reproduce', 'fail', 'execute', 'runnable', 'method']"
12,3040,P1,,"['potential', 'deadlock', 'project', 'creation']","['launch', 'eclipse', 'eclipse', 'open', 'workbench', 'navigator', 'select', 'newprojectjava', 'project', 'enter', 'return', 'eclipse', 'eclipse', 'freeze', 'uimain', 'localhost', 'thread', 'finalizer', 'run', 'thread', 'reference', 'handler', 'run', 'thread', 'signal', 'dispatcher', 'run', 'thread', 'run', 'thread', 'thread', 'run', 'thread', 'thread', 'suspend', 'message', 'exception', 'occur', 'attempt', 'suspend', 'reason', 'suspend', 'fail', 'detail', 'exception', 'occur', 'suspend', 'thread', 'thread', 'follow', 'thread', 'suspend', 'string', 'string', 'string', 'string', 'object', 'investigate', 'commit', 'deadlock', 'generally', 'dangerous', 'commit', 'investigate', 'entirely', 'convince']"
13,3061,P3,,"['wordsearch', 'example']","['fire', 'uimain', 'follow', 'parameters', 'application', 'search', 'battleship', 'follow', 'information', 'method']"
14,3062,P3,,"['cleanup', 'examples', 'resources', 'application']","['applications', 'sitebuilders', 'define', 'pluginxml', 'follow', 'application', 'method']"
15,3073,P3,,"['indexer', 'print', 'console']","['console', 'start', 'workbench', 'compile', 'compile', 'compile', 'compile', 'compile', 'string', 'assertion', 'move', 'investigation', 'occur', 'inside', 'stringreplace', 'arguments', 'arguments']"
16,3082,P3,,"['problem', 'address']","['veronika', 'complain', 'change', 'machine', 'follow', 'try', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'assertion', 'fail', 'address', 'method', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'method', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'method', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'method', 'problem', 'machine', 'similar', 'problem', 'unable', 'history', 'work', 'create', 'prevent', 'save', 'history', 'superfluous', 'feature', 'save']"
17,3122,P3,,"['remove', 'application', 'arguments']","['application', 'define', 'arguments', 'application', 'arguments']"
18,3128,P2,,"['resources', 'restart', 'workspace']","['method', 'method', 'method', 'problems', 'read', 'workspace', 'method', 'method', 'method', 'plugin', 'orgeclipseui', 'unable', 'instantiate', 'problems', 'encounter', 'start', 'plugin', 'method', 'method', 'method', 'workspacezip', 'available', 'corrupt', 'occur', 'workbench', 'corrupt', 'safetable', 'fail', 'try', 'shouldnt', 'revert', 'try', 'instead', 'sound', 'solution', 'number', 'sequence']"
19,4357,P3,,"['swtexception', 'fail', 'execute', 'runnable']","['have', 'lately', 'reprodicible', 'doubleclicking', 'debugger', 'dialogs', 'fail', 'execute', 'runnable', 'fail', 'execute', 'runnable', 'compile', 'compile', 'windowjava', 'windowjava', 'workbenchjava', 'compile', 'method', 'unhandled', 'exception', 'catch', 'fail', 'execute', 'runnable', 'compile', 'compile', 'windowjava', 'windowjava', 'windowjava', 'workbenchjava', 'compile', 'method', 'fail', 'execute', 'runnable', 'fail', 'execute', 'runnable', 'compile', 'compile', 'windowjava', 'windowjava', 'windowjava', 'workbenchjava', 'compile', 'method']"
20,4449,P5,,"['dialog', 'settext', 'handle']","['consistent', 'settext', 'method', 'argument', 'exception', 'argument', 'pass']"
21,4846,P2,,"['styledtext', 'partial', 'style', 'ligatures']","['partial', 'style', 'ligatures', 'problem', 'currently', 'select', 'ligature', 'attempt', 'ligature', 'mess', 'handle', 'actually', 'render', 'ligature', 'unable', 'scenario', 'pagedesigner', 'arabic', 'experts', 'express', 'preference', 'application', 'extend', 'include', 'character', 'form', 'ligature', 'listeners', 'callback', 'begin', 'ligature', 'follow', 'wait', 'bidicoloring', 'pull', 'excessively', 'styledtextevent', 'eventdetail', 'lineoffset', 'eventtext', 'eventstyles', 'eventstyles', 'stylerange', 'isbidi', 'gcthis', 'stylerange', 'eventstylesi', 'relativestart', 'rangestart', 'lineoffset', 'styledtextbidi', 'tabwidth', 'lineoffset', 'eventstyles', 'startligature', 'startligature', 'relativestart', 'rangestart', 'rangestart', 'relativestart', 'startligature', 'rangelength', 'rangelength', 'relativestart', 'startligature', 'rangeend', 'rangestart', 'rangelength', 'relativeend', 'rangeend', 'lineoffset', 'endligature', 'endligature', 'relativeend', 'rangelength', 'rangelength', 'endligature', 'relativeend', 'gcdispose', 'return']"
22,5154,P3,,"['resource', 'delete']","['exception', 'delete', 'project', 'orgeclipseswt', 'workspace', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'fail', 'execute', 'runnable', 'fail', 'execute', 'runnable', 'compile', 'compile', 'compile', 'compile', 'compile', 'compile', 'method', 'resource', 'orgeclipseswt']"
23,5169,P3,,['miss'],"['run', 'script', 'follow', 'dump', 'javalibrarypath', 'gatejava', 'butionitemjava', 'derjava', 'method']"
24,5280,P3,,"['assert', 'failure']","['skeetpoboxcom', 'newsgroups', 'eclipsetools', 'subject', 'report', 'assertion', 'fail', 'post', 'afraid', 'eclipse', 'want', 'fail', 'orgeclipseui', 'fail', 'assertion', 'fail', 'workspacejava', 'workspacejava', 'windowjava', 'decorationsjava', 'compile', 'compile', 'compile', 'method', 'compile', 'compile', 'compile', 'method', 'compile', 'compile', 'compile', 'method', 'compile', 'compile', 'method', 'skeetpoboxcom', 'reply', 'karice', 'mcintyre', 'version', 'eclipse', 'say', 'arsenault', 'reproduce', 'problem', 'provide', 'instructions', 'eclipse', 'unfortunately', 'leave', 'errors', 'unsaved', 'compilation', 'failure', 'things', 'make', 'readonly', 'provoke', 'failure', 'afraid', 'helpful']"
