,Issue_id,Priority,Duplicated_issue,Title,Description
0,6,P5,,['problems'],"['problems', 'method', 'replace', 'ensurelocal', 'scrublocal', 'require', 'connection', 'provider', 'provider', 'resource', 'notion', 'resources', 'require', 'support', 'review', 'scenario', 'nonlocal', 'resources', 'involve', 'setlocal', 'replace', 'ensurelocal', 'support', 'fetch', 'content', 'tell', 'workspace', 'expect', 'content', 'similarly', 'scrublocal', 'expect', 'addingdeleting', 'content', 'ensurelocal', 'scrublocal', 'appear', 'preview', 'notions', 'relate', 'move', 'consideration', 'sender', 'delete', 'make', 'feature', 'benefit', 'concern', 'senders', 'move', 'future', 'likely', 'suit', 'legacy', 'future', 'expansion', 'require', 'resources', 'appear', 'things', 'believe', 'perforce', 'require', 'specify', 'protocol', 'operation', 'project', 'regardless', 'setlocal', 'functionality', 'relate', 'model', 'resource', 'existance', 'actualy', 'force', 'resource', 'relate', 'implement', 'particular', 'concern', 'remove', 'implementations', 'determine', 'behaviour']"
1,7,P5,,"['movecopy', 'semantics', 'preserve', 'vcmtargets']","['platform', 'notify', 'people', 'resource', 'resource', 'change', 'events', 'deltas', 'copy', 'target', 'retain', 'semantics', 'current', 'delete', 'unfortunate', 'vcmtarget', 'optimizations', 'information', 'available', 'relate', 'itpcorewinnt', 'movecopy', 'semantics', 'preserve', 'vcmtargets', 'relevant', 'address', 'nonlocal', 'movecopy', 'address', 'release', 'putdelete', 'move', 'log', 'future']"
2,9,P3,,"['implementation', 'disallow', 'resource', 'pass']","['implementation', 'change', 'resource', 'pass', 'iresource', 'expect', 'future', 'obsolete']"
3,18,P3,,"['implement', 'management', 'managers']","['managers', 'resource', 'persist', 'management', 'managers', 'manager', 'longer', 'solve', 'take', 'workbench', 'move', 'future', 'rudimentary', 'management', 'managers', 'managers', 'clear', 'startup', 'change', 'support', 'ongoing', 'merge']"
4,23,P5,,"['longer', 'need']","['relate', 'itpcoreall', 'problems', 'possible', 'practice', 'move', 'reference', 'comment', 'setlocal']"
5,29,P3,,[],"['resource', 'bundle', 'policy', 'methods', 'painfully', 'plugins', 'policy', 'duplicate', 'generate', 'string', 'bundle', 'suppose', 'provide', 'support', 'complete', 'plugin', 'currently', 'object', 'support', 'future', 'shorten', 'theyre', 'move', 'inactive', 'future', 'consideration']"
6,32,P3,,"['delete', 'properties']","['methods', 'get', 'persistent', 'server', 'properties', 'implement', 'remove', 'propertyrelated', 'methods']"
7,33,P3,,"['delete', 'stream', 'lock']","['methods', 'lock', 'stream', 'prevent', 'release', 'implement', 'implementable', 'delete']"
8,38,P5,,"['getignored', 'resource', 'efficient']","['method', 'call', 'getignorednew', 'iresource', 'resource', 'especialy', 'implementation', 'getignored', 'directory', 'resources', 'pass']"
9,49,P5,,"['progress', 'handle', 'snapshot']","['method', 'doesnt', 'provide', 'progress', 'monitor', 'swallow', 'coreexceptions', 'log', 'callers', 'snapshot', 'progress', 'monitor', 'allocate']"
10,92,P5,,"['clearer', 'separation']","['directly', 'reference', 'internal', 'interact', 'clearly', 'define', 'reference', 'convention', 'package', 'involve', 'move', 'couple', 'class', 'future', 'entire', 'walkthrough', 'summer', 'example', 'suspect']"
11,100,P3,,"['stream', 'release']","['teamstream', 'project', 'release', 'duration', 'release', 'process', 'intend', 'prevent', 'catch', 'inconsistent', 'support', 'support', 'support', 'lock', 'repository', 'fallback', 'social', 'protocols']"
12,105,P5,,"['children', 'ignore', 'resources', 'return', 'getignored']","['resources', 'children', 'ignore', 'folders', 'return', 'return', 'parent', 'ignore', 'jeanmichel', 'handle', 'pass', 'iresource', 'parent', 'getignored', 'handle', 'ignore', 'move', 'future']"
13,107,P5,,[],"['hackfinder', 'cleanup', 'additional', 'require', 'repository', 'adapter', 'implement', 'nonfiles']"
14,109,P5,,['parent'],"['hackfinder', 'cleanup', 'state', 'problem', 'parent', 'have']"
15,110,P5,,"['shouldnt', 'expose', 'context']","['hackfinder', 'cleanup', 'shouldnt', 'expose', 'context', 'implement']"
16,112,P5,,"['unimplemented', 'methods']","['hackfinder', 'cleanup', 'follow', 'methods', 'unimplemented']"
17,166,P5,,"['folders', 'parent', 'input']","['discuss', 'problem', 'show', 'parent', 'input', 'vajava', 'hierarchy']"
