,Issue_id,Priority,Duplicated_issue,Title,Description
0,5,P3,,"['isharingmanager', 'share', 'inconsistent']","['gettingsetting', 'manage', 'resource', 'methods', 'manageresource', 'gettingsetting', 'ignore', 'methods', 'consistent', 'suggest', 'rename', 'ignore', 'methods', 'ignoreresource', 'practice', 'method', 'accessor']"
1,6,P5,,['problems'],"['problems', 'method', 'replace', 'ensurelocal', 'scrublocal', 'require', 'connection', 'provider', 'provider', 'resource', 'notion', 'resources', 'require', 'support', 'review', 'scenario', 'nonlocal', 'resources', 'involve', 'setlocal', 'replace', 'ensurelocal', 'support', 'fetch', 'content', 'tell', 'workspace', 'expect', 'content', 'similarly', 'scrublocal', 'expect', 'addingdeleting', 'content', 'ensurelocal', 'scrublocal', 'appear', 'preview', 'notions', 'relate', 'move', 'consideration', 'sender', 'delete', 'make', 'feature', 'benefit', 'concern', 'senders', 'move', 'future', 'likely', 'suit', 'legacy', 'future', 'expansion', 'require', 'resources', 'appear', 'things', 'believe', 'perforce', 'require', 'specify', 'protocol', 'operation', 'project', 'regardless', 'setlocal', 'functionality', 'relate', 'model', 'resource', 'existance', 'actualy', 'force', 'resource', 'relate', 'implement', 'particular', 'concern', 'remove', 'implementations', 'determine', 'behaviour']"
2,8,P3,,['support'],"['current', 'repository', 'adapter', 'pessimistic', 'optimistic', 'pessimistic', 'checkouts', 'reserve', 'allow', 'resource', 'optimistic', 'checkout', 'reserve', 'systems', 'decide', 'resourceby', 'resource', 'checkout', 'reserve', 'usually', 'checkout', 'reserve', 'difficult', 'trivial', 'checkout', 'reserve', 'checkout', 'propose', 'change', 'checkout', 'additional', 'boolean', 'parameter', 'reserve', 'correspond', 'activity', 'change', 'accordingly', 'relevant', 'move', 'activemarkh', 'comment', 'solve', 'iccactivity', 'checkout', 'unlock', 'move', 'active', 'release', 'candidate', 'expose', 'development', 'community', 'people', 'complain', 'aboutasking', 'need', 'support', 'serial', 'development', 'estimate', 'development', 'future', 'bucket', 'necessity', 'jeanmichel', 'current', 'internal', 'support', 'pessimistic']"
3,9,P3,,"['implementation', 'disallow', 'resource', 'pass']","['implementation', 'change', 'resource', 'pass', 'iresource', 'expect', 'future', 'obsolete']"
4,14,P3,,"['readme', 'command', 'client', 'eclipse', 'generate', 'workspace']","['arguably', 'drop', 'release', 'appear', 'important', 'cvsentries', 'possible', 'friends', 'cvsrepository', 'cvsroot', 'cvstag', 'purpose', 'content', 'workbench', 'maintain', 'problem', 'duplicate', 'information', 'store', 'mechanisms', 'versionsync', 'problems', 'keep', 'change', 'eclipse', 'read', 'change', 'external', 'ensure', 'correct', 'format', 'test', 'happen', 'migration', 'tofrom', 'repository', 'move', 'future', 'delivereable', 'support', 'workbench', 'discuss', 'jeanmichel', 'readme']"
5,23,P5,,"['longer', 'need']","['relate', 'itpcoreall', 'problems', 'possible', 'practice', 'move', 'reference', 'comment', 'setlocal']"
6,29,P3,,[],"['resource', 'bundle', 'policy', 'methods', 'painfully', 'plugins', 'policy', 'duplicate', 'generate', 'string', 'bundle', 'suppose', 'provide', 'support', 'complete', 'plugin', 'currently', 'object', 'support', 'future', 'shorten', 'theyre', 'move', 'inactive', 'future', 'consideration']"
7,32,P3,,"['delete', 'properties']","['methods', 'get', 'persistent', 'server', 'properties', 'implement', 'remove', 'propertyrelated', 'methods']"
8,35,P3,,"['modification', 'timestamps']","['result', 'catchup', 'replace', 'operation', 'modification', 'timestamp', 'update', 'modify', 'modify', 'eclipse', 'robust', 'find', 'modify', 'implementation', 'behavior', 'normal', 'modify', 'resource', 'provide', 'property', 'miss', 'indicator', 'resource', 'modify', 'version', 'wait', 'support', 'decorate', 'elements', 'navigator', 'ask', 'catchup', 'release', 'operations', 'resource', 'modify', 'version', 'ask', 'normal', 'behavior', 'outside', 'eclipse', 'replace', 'repository', 'modification', 'maintain', 'server', 'locally', 'write', 'move', 'comment', 'interest', 'timestamp', 'store', 'resource', 'handle', 'istateinfo', 'object', 'think', 'change', 'forget', 'cvsadapterload', 'loadshallow', 'refactored', 'jeanmichel', 'itpvcmwinnt', 'modification', 'timestamps', 'confidence', 'servers', 'modification', 'timestamp', 'install', 'handler', 'modtimehandler', 'timestamp', 'context', 'provide', 'client', 'havent', 'touch', 'currently', 'necessary', 'change', 'separate', 'branch', 'monday', 'tuesday', 'thank']"
9,58,P5,,"['catchuprelease', 'useful', 'severe']","['create', 'project', 'connect', 'cvslnxtest', 'choose', 'manage', 'release', 'project', 'catchuprelease', 'force', 'resize', 'frustrate', 'change', 'manage', 'perpspective', 'option', 'automatically', 'switch', 'manage', 'perspective', 'catchuprelease', 'manage', 'perspective', 'allocate', 'catchuprelease', 'perspectives', 'plugins', 'appear', 'theyre', 'allocate', 'conclusion', 'usability', 'default', 'raise', 'question', 'need', 'perspective', 'switch', 'perspectives', 'release', 'people', 'simple', 'release', 'catchup', 'release', 'progress', 'dialog', 'cause', 'annoy', 'release', 'mutiple', 'group', 'change', 'people', 'confuse', 'switch', 'manage', 'perspective', 'catchuprelease', 'people', 'quickly', 'useful', 'concern', 'initial', 'confusion', 'option', 'default', 'advance', 'prefer', 'technology', 'kevinh', 'important', 'problems', 'prevent', 'function', 'report', 'workbench', 'make', 'alternative', 'decision', 'separate', 'desktop', 'miss', 'support', 'declare', 'default', 'connect', 'kevinm', 'try', 'workbench', 'support', 'desktop', 'supply', 'functionality']"
10,64,P5,,"['support', 'multiline', 'comment']","['comment', 'crystal', 'project', 'sourceforge', 'verbose', 'actually', 'history', 'follow', 'problems', 'show', 'comment', 'comment', 'truncate', 'cariage', 'return', 'format', 'priority', 'possibly', 'format', 'comment', 'context', 'option', 'browse', 'comment', 'consider', 'place', 'comment', 'jeanmichel', 'itpvcmall', 'validation', 'release', 'comment', 'truncate', 'expand', 'column', 'comment', 'kevinm', 'multiline', 'interest', 'prompt', 'single', 'people', 'multiline', 'jeanmichel', 'project', 'comment', 'multiline', 'basically', 'comment', 'eclipse']"
11,86,P5,,['catchuprelease'],"['catchuprelease', 'wishywashy', 'doesnt', 'distinct', 'change', 'call', 'better', 'express', 'reason', 'encourage', 'novices', 'catchier', 'weight', 'windows', 'set', 'likely', 'approve', 'possibly', 'future']"
