,Issue_id,Priority,Duplicated_issue,Title,Description
0,96,P5,,"['getadaptor', 'vcmexception']","['vcmexception', 'return', 'legitimately', 'return', 'throw', 'exception', 'helpful', 'common', 'itpvcmwinnt', 'refresh', 'syncview', 'delete', 'project']"
1,1791,P3,,"['generate', 'provider', 'script', 'plugin']","['generate', 'pluginxml', 'state', 'provideribm', 'generate', 'provider', 'string', 'official', 'indicate', 'provide', 'script', 'define', 'pluginxml']"
2,1879,P3,,"['breakpoint', 'external']","['summary', 'ongoing', 'marker', 'breakpoint', 'external', 'automatically', 'editor', 'breakpoint', 'desktop', 'marker', 'resource', 'unfortuately', 'target', 'storage', 'location', 'marker', 'currently', 'identify', 'target', 'marker', 'abstract', 'fashion', 'submit', 'follow', 'support', 'resource', 'markers', 'problem', 'mechanism', 'need', 'imarker', 'target', 'target', 'iresource', 'solution', 'target', 'attribute', 'store', 'imarker', 'target', 'define', 'possible', 'target', 'marker', 'object', 'external', 'repositories', 'content', 'access', 'call', 'urlopenstream', 'delegate', 'implementation', 'openstream', 'stream', 'handler', 'register', 'scheme', 'expect', 'provide', 'distinct', 'handler', 'iresource', 'target', 'eclipse', 'additional', 'handlers', 'register', 'external', 'repository', 'marker', 'target', 'settarget', 'gettarget', 'imarker', 'guarantee', 'existence', 'problem', 'appropriate', 'editor', 'target', 'currently', 'determine', 'target', 'extension', 'foolproof', 'determine', 'target', 'imarker', 'solution', 'attribute', 'store', 'imarker', 'marker', 'creator', 'expect', 'populate', 'attribute', 'appropriate', 'derive', 'source', 'feasable', 'marker', 'creator', 'traverse', 'storage', 'repository', 'external', 'probably', 'determine', 'marker', 'target', 'fallback', 'target', 'absent', 'dialog', 'ask', 'choose', 'editor', 'target', 'extension', 'adopt', 'extension', 'define', 'determine', 'plugins', 'generators', 'determine', 'object', 'outside', 'workspace', 'external', 'possible', 'interface', 'mimegenerator', 'public', 'interface', 'imimegenerator', 'public', 'string', 'filename', 'adopt', 'target', 'incomplete', 'target', 'settargetmime', 'gettargetmime', 'imarker', 'strengthen', 'couple', 'expose', 'functionality', 'provide', 'responsability', 'itpcoreall', 'breakpoint', 'external']"
3,1883,P3,,"['propertiesview', 'property', 'sort']","['propertyviewer', 'hardcodes', 'alphabetical', 'sort', 'properties', 'property', 'different', 'display', 'property', 'source', 'iviewersorter', 'mechanism', 'viewer', 'framework', 'second', 'require', 'attribute', 'appear', 'optional', 'require', 'important', 'addition', 'attribute', 'define', 'extension', 'generally', 'alphabetical']"
4,1915,P1,,"['image', 'load', 'multiple', 'startup']","['statement', 'tostring', 'eclipse', 'image', 'load', 'image', 'load', 'startup', 'sort', 'location', 'imagesstopgif']"
5,2025,P3,,"['examples', 'multipage', 'editor', 'example', 'source']","['editors', 'source', 'instead', 'filename']"
6,2410,P3,,"['request', 'hyperlinks', 'window']","['reference', 'eclipse', 'window', 'hyperlinks', 'include', 'noticehtml']"
7,2533,P3,,"['property', 'miss', 'project', 'perspective']","['property', 'dialog', 'project', 'perspective', 'miss', 'instead']"
8,2575,P3,,['inconsistency'],"['instance', 'instance', 'vertical', 'behavior', 'adopt', 'convention', 'charend', 'point', 'character', 'character', 'adopt', 'convention', 'charend', 'point', 'character', 'inconsistency', 'editors', 'subclassing', 'class', 'generate', 'breakpoints', 'doubledclicked', 'result', 'highlight', 'correspond', 'entire', 'character', 'documentation', 'semantics', 'charend']"
9,2612,P3,,"['getmarkers', 'call', 'open', 'tasksview']","['getmarkers', 'theelements', 'getelements', 'summary', 'getsummary', 'cache', 'markers', 'halve', 'marker', 'create', 'getmarkers', 'call', 'clear', 'clearsummary', 'call', 'refer', 'neccessary', 'unclear', 'getmarkers', 'previously', 'measure', 'population']"
10,2661,P3,,"['import', 'operation', 'optimizations']","['import', 'operation', 'create', 'try', 'extraxt', 'directories', 'import', 'entire', 'eclipse', 'platfrom', 'current', 'implementation', 'reduce', 'follow', 'change', 'importoperation', 'invlove', 'anyalysing', 'indicies', 'make', 'intermediate', 'icontainer', 'throw', 'coreexception', 'pathname', 'return', 'source', 'return', 'return', 'private', 'icontainer', 'throw', 'coreexception', 'itpuiall', 'progress', 'monitor', 'granularity', 'issue', 'icontainer', 'currentfolder', 'icontainer', 'create', 'segment', 'segmentcount', 'segmentcount', 'itpuiall', 'progress', 'monitor', 'granularity', 'issue', 'monitorworked', 'itpuiall', 'progress', 'monitor', 'granularity', 'issue', 'localmonitor', 'segmentcount', 'segmentcount', 'nonnls', 'segmentcount', 'currentfolder', 'itpuiall', 'progress', 'monitor', 'granularity', 'issue', 'ifolder', 'finally', 'return', 'currentfolder']"
