,Issue_id,Priority,Duplicated_issue,Title,Description
0,105,P5,,"['children', 'ignore', 'resources', 'return', 'getignored']","['resources', 'children', 'ignore', 'folders', 'return', 'return', 'parent', 'ignore', 'jeanmichel', 'handle', 'pass', 'iresource', 'parent', 'getignored', 'handle', 'ignore', 'move', 'future']"
1,109,P5,,['parent'],"['hackfinder', 'cleanup', 'state', 'problem', 'parent', 'have']"
2,232,P3,,"['multiple', 'cause', 'client']","['easily', 'methods', 'potentialy', 'result', 'multiple', 'connections', 'repository', 'period', 'example', 'ifileedition', 'editions', 'forint', 'editionslength', 'inputstream', 'current', 'client', 'adapters', 'course', 'adapter', 'implement', 'batch', 'connection', 'ivcmrunnable', 'interface', 'follow', 'write', 'vcmadapterrun', 'ivcmrunnable', 'public', 'monitor', 'ifileedition', 'editions', 'forint', 'editionslength', 'inputstream', 'adapter', 'opportunity', 'connection', 'operations', 'public', 'runivcmrunnable', 'monitor', 'monitor', 'policytotalwork', 'openconnection', 'policyopwork', 'finally', 'closeconnection', 'finally', 'monitordone', 'jeanmichel', 'current', 'implementation', 'compare', 'version', 'project', 'project', 'multiple', 'roundtrips', 'retrieve', 'content', 'compare', 'run', 'pservers', 'operations', 'operations', 'recursively']"
3,819,P3,,['content'],"['select', 'content', 'editcopy', 'enable', 'ctrlinsert', 'example', 'important', 'copy', 'significant', 'limitation', 'break', 'control', 'receive', 'move', 'issue', 'support', 'editcopy', 'support', 'hook', 'accerator', 'workbench', 'workbench', 'forward', 'active', 'active', 'responsbility', 'forward', 'widgets', 'create', 'include', 'active', 'control', 'create', 'verify', 'get', 'folder', 'stopship', 'defer', 'workaround', 'context', 'select']"
4,822,P3,,"['enable', 'editcopy']","['perpective', 'select', 'option', 'enable', 'editcopy', 'enable', 'contain', 'control', 'navigation', 'browser', 'activex', 'browser', 'control', 'control', 'browser', 'select', 'enableddisabled', 'simplest', 'solution', 'context', 'practice', 'revisit', 'release']"
5,828,P3,,"['javascript', 'insert', 'document', 'remote', 'server']","['client', 'remote', 'document', 'contain', 'embed', 'problem', 'search', 'result', 'have', 'javascript', 'insert']"
6,1776,P3,,"['incorrect', 'return']","['incorrect', 'return', 'value', 'follow', 'example', 'javascript', 'believe', 'return', 'answer', 'fullyqualified', 'solution', 'isolution', 'isolution', 'icontainer', 'icontainer', 'document', 'qualify']"
7,1794,P3,,"['script', 'engine', 'plugin', 'development']","['cleanup', 'handle', 'jsadapterjar', 'run', 'development', 'currently', 'hardcoded', 'derectory']"
8,1880,P3,,"['refilter', 'expansion']","['lose', 'expansion', 'filter', 'treeviewer', 'invisible', 'support', 'visibility']"
9,1896,P4,,"['workbench', 'call']","['call', 'widget', 'stand', 'dispose', 'method', 'suppose', 'overriden', 'native', 'resources', 'possible', 'remember', 'resource', 'field', 'control', 'control', 'getcontrol', 'controlgetmenu', 'widget', 'dispose', 'method', 'call', 'widgets', 'dispose', 'inconsistent', 'dispose', 'dispose', 'call', 'widget', 'workbenchpart', 'control', 'factory', 'creation', 'control', 'close', 'workbench', 'dispose', 'mechanism', 'dispose', 'control', 'dispose', 'signal', 'lifecycle', 'similar', 'viewer', 'viewer', 'expect', 'control', 'dispose', 'perform', 'cleanup', 'require', 'particular', 'scenario', 'log', 'control', 'dispose', 'control', 'dispose', 'automatically', 'update', 'javadoc', 'iworkbenchpart', 'clarify', 'call', 'implementor', 'safely', 'reference', 'control', 'create', 'close', 'control', 'dispose', 'composite', 'define', 'dispose', 'listener', 'control', 'resources', 'require', 'invoke', 'method', 'dispose', 'control', 'throw', 'method', 'call', 'codedisposecode', 'signal', 'lifecycle', 'dispose', 'control', 'dispose', 'different', 'control', 'change', 'share', 'policy', 'dispose', 'policy', 'reopen', 'move', 'previous', 'things', 'address', 'action', 'dispose', 'automatically', 'look', 'problem', 'dispose', 'events', 'control', 'dispose', 'dispose', 'lifecycle', 'widget', 'public', 'dispose', 'releasechild', 'typically', 'override', 'composite', 'releasewidget', 'destroywidget', 'releasewidget', 'sendevent', 'swtdispose', 'dispose', 'eventtable', 'value', 'notice', 'lifecycle', 'widget', 'actually', 'dispose', 'accord', 'acceptable', 'dispose', 'rrequired', 'events', 'result', 'action', 'implement', 'control', 'standard', 'lifecycle', 'change', 'lifecycle', 'clarify', 'listeners', 'internal', 'control', 'dispose', 'call', 'widgets', 'create', 'purpose', 'dispose', 'reference', 'resource', 'field', 'purpose', 'dispose', 'resources', 'envolves', 'current', 'implementation', 'control', 'methods', 'control', 'directly', 'control', 'talk', 'control', 'create', 'definitly', 'throw', 'dispose', 'access', 'talk', 'confuse', 'dispose', 'implementation', 'expect', 'dispose', 'control', 'method', 'signal', 'lifecycle', 'prefer', 'introduction', 'method', 'everybody', 'dispose', 'extraneous', 'talk', 'confuse', 'change', 'break', 'consider']"
