,Issue_id,Priority,Duplicated_issue,Title,Description
0,1850,P3,,"['walkback', 'editabletable']","['debugger', 'report', 'threadmainmain', 'uncaught', 'exception', 'imagedata', 'heightint', 'offsetint', 'imagedisplay', 'imagedata', 'imagedata', 'blackindexint', 'bytesperlineint', 'newmaskdatab', 'maskpixelsi', 'object', 'composite', 'composite', 'composite', 'composite', 'composite', 'composite', 'typewidgettree', 'xywidthheight', 'typewidgettree', 'xywidthheight', 'eventtypeint', 'typewidgettree', 'xywidthheight', 'typewidgettree', 'xywidthheight', 'lengthint', 'treeitem', 'preferences', 'general', 'cljavalangclass', 'ojavalangobject', 'vjavautilvector', 'imageexample', 'workbookexample', 'wizardexample', 'javautilvector', 'javautilvector', 'ljavalangstring', 'applicable', 'anymore', 'reproducible']"
1,1851,P3,,"['walbakck', 'operation']","['walkback', 'close', 'debugger', 'report', 'threadmainmain', 'uncaught', 'exception', 'widget', 'dispose', 'boolean', 'forkboolean', 'createcontents', 'button', 'dispose', 'eventtypeint', 'lengthint', 'button', 'dispose', 'dispose', 'general', 'cljavalangclass', 'ojavalangobject', 'vjavautilvector', 'imageexample', 'workbookexample', 'wizardexample', 'javautilvector', 'javautilvector', 'ljavalangstring', 'reproducible']"
2,1940,P3,,"['examples', 'inputdialog', 'operation', 'cancel']","['inputdialog', 'dialogcancel', 'cancel', 'action', 'senders', 'examples', 'createnewfile', 'renamefile', 'renamefirstname', 'return', 'return', 'dialogopen', 'dialogcancel', 'create', 'move', 'active', 'texteditors', 'active', 'examples']"
3,2411,P3,,"['problems', 'hierarchy']","['copyright', 'copyright', 'copyright', 'copyright', 'copyright', 'copyright', 'follow', 'unused', 'delete', 'package', 'private', 'copyright', 'copyright', 'copyright', 'copyright', 'similar', 'abstract', 'superclasses', 'copyright', 'indication', 'comment', 'prefer']"
4,2682,P3,,"['contribute', 'submenu']","['submenus', 'try', 'create', 'cascade', 'mymenu', 'technique', 'outline', 'submenu', 'window', 'window', 'submenu', 'gray', 'submenu', 'available', 'mymenu', 'gray', 'report', 'invalid', 'extension', 'invalid', 'sample', 'eclipse', 'documentation', 'extension', 'actionset', 'labelreadme', 'action', 'visibletrue', 'labelreadme', 'editor', 'separator', 'separator', 'separator', 'action', 'labelopen', 'readme', 'browserctrlr', 'tooltipopen', 'readme', 'browser', 'enablesfor', 'selection', 'namereadme', 'selection', 'version', 'application', 'actionset', 'visibletrue', 'labelmymenu', 'mymenuid', 'mymenu', 'separator', 'windowadditions', 'separator', 'separator', 'separator', 'action', 'menubarpath', 'window', 'action', 'version', 'application', 'difference', 'instead', 'window', 'mymenu', 'instead', 'additions', 'variations', 'change', 'actionset', 'visibletrue', 'labelmymenu', 'mymenuid', 'mymenu', 'separator', 'mymenuid', 'separator', 'separator', 'separator', 'action', 'menubarpath', 'mymenuid', 'action', 'reproduce', 'success', 'problem', 'return', 'multiple', 'segment', 'findusingpath', 'parentmgr', 'parent', 'imenumanager', 'wrap', 'subclass', 'change', 'recurse', 'unwrap', 'suggest', 'change', 'unwrap', 'doesnt', 'currently', 'public', 'findstring', 'parentmgrfindid', 'instanceof', 'return', 'return', 'change', 'create', 'wrapper', 'speced', 'return', 'wrapper', 'manager', 'wrap', 'monitor', 'additions', 'removals', 'visibility', 'modify', 'visibility', 'modify', 'manager', 'return', 'wrapper', 'private', 'imenumanager', 'hashmap', 'submenumanager', 'wrapper', 'submenumanager', 'wrapper', 'wrapper', 'wrapmenumenu', 'wrapper', 'return', 'wrapper', 'change', 'getwrapper', 'getwrapper', 'putwrapper', 'public', 'imenumanager', 'instanceof', 'imenumanager', 'imenumanager', 'return', 'getwrappermenu', 'return', 'change', 'algorithm', 'wrap', 'submenus', 'public', 'string', 'string', 'separator', 'pathindexof', 'separator', 'pathsubstring', 'separator', 'findid', 'unwrap', 'instanceof', 'imenumanager', 'imenumanager', 'imenumanager', 'imenumanager', 'wrapper', 'getwrappermenu', 'return', 'return', 'delete', 'longer', 'need']"
5,2914,P3,,"['unsafe', 'lookup', 'fontregistry']","['fontregistry', 'assume', 'fontdata', 'specify', 'mistake', 'place', 'createfont', 'fontdata', 'fixedfonts', 'return', 'fontdisplay', 'fontdata', 'lookup', 'fail', 'german', 'japanese', 'fontdata', 'scalablefonts', 'return', 'fontdisplay', 'fontdata', 'lookup', 'fail', 'german', 'japanese', 'unable', 'fontslength', 'return', 'fontdisplay', 'fail', 'reasonable', 'return', 'return', 'invalid', 'method', 'fontdatas', 'lookup', 'ask', 'display', 'define', 'provide', 'guarantee', 'lookup', 'return', 'current', 'return', 'define', 'regardless', 'follow', 'methods', 'problems', 'release', 'stream', 'create', 'private', 'display', 'display', 'fontslength', 'fontdata', 'fontsi', 'fontdata', 'fixedfonts', 'fontdata', 'fixedfont', 'fixedfont', 'return', 'fontdisplay', 'fixedfont', 'fontdata', 'scalablefonts', 'fontdata', 'scalablefont', 'scalablefont', 'return', 'fontdisplay', 'scalablefont', 'unable', 'return', 'return', 'match', 'return', 'private', 'fontdata', 'fontdata', 'fontdataequals', 'value', 'fontdata', 'height', 'fdgetheight', 'string', 'fdgetname', 'fontslength', 'fontdata', 'fontsi', 'fontgetheight', 'height', 'return', 'return']"
6,3068,P3,,"['resources', 'history', 'leak']","['happen', 'contain', 'entries', 'objectid', 'probably', 'create', 'objectid', 'indexinsertkey', 'remove', 'clean', 'probably', 'indexcursor', 'cursor', 'indexopen', 'cursorfindname', 'cursorremove', 'cursorfindname', 'cursorremove', 'property', 'history', 'delete', 'move', 'defer', 'similiar', 'problems', 'detect', 'property', 'update', 'value', 'get', 'effect', 'update', 'object', 'cursorfindkey', 'objectid', 'cursorfindkey', 'objectid', 'objectid', 'update', 'property', 'exactly']"
7,4426,P5,,['scrollbar'],"['scrollbar', 'getbounds', 'public', 'implement', 'computesize', 'drawntree', 'getbounds', 'scrollbar', 'rely', 'current', 'bound', 'window', 'default', 'height', 'scroll', 'ossmcxvscroll', 'computetrim', 'want', 'heightwidth', 'scroll', 'complete', 'extents', 'computetrim', 'scroll', 'border', 'computetrim', 'burn', 'change', 'treecomputesize', 'computetrim', 'shouldnt', 'computetrim', 'treecomputesize', 'ensure', 'trimmings', 'calculate', 'correctly', 'pretty', 'computetrim', 'investigate']"
8,4721,P3,,"['search', 'dialog']","['instruction', 'reference', 'memory', 'eclipse', 'create', 'project', 'create', 'testtxt', 'string', 'lenght', 'select', 'string', 'search', 'dialog', 'search', 'search', 'dialog', 'switch', 'search', 'instruction', 'reference', 'memory', 'console', 'display', 'write', 'declipsetxt', 'problem', 'load', 'pluginpage', 'create', 'project', 'search', 'content', 'exception', 'accessviolation', 'address', 'cwinntdll', 'register', 'classpath', 'xdebug', 'xnoagent', 'properties', 'dirdeclipsejre', 'djavaclasspath', 'xdebug', 'xnoagent', 'current', 'thread', 'detail', 'systhreadt', 'stater', 'native', 'method', 'method', 'method', 'native', 'address', 'drawicon', 'registerclassa', 'drawicon', 'drawicon', 'drawicon', 'getkeystate', 'ischarlowera', 'ischarlowera', 'getfocus', 'callwindowproca', 'operate', 'environment', 'get', 'windowsnt', 'processors', 'architecture', 'family', 'step', 'genuineintel', 'memory', 'pagefaultcount', 'work', 'work', 'nonpaged', 'nonpaged', 'pagefile', 'pagefile', 'application', 'environment', 'environment', 'variables', 'homedrivec', 'imninsthelp', 'oswindowsnt', 'cwinntdll', 'family', 'step', 'genuineintel', 'processorlevel', 'promptpg', 'sdkcjavabinjava', 'systemdrivec', 'tempctemp', 'tmpctemp', 'usernamedmegert', 'vmoptions', 'windircwinnt', 'windowslogin', 'classpath', 'xdebug', 'xnoagent', 'load', 'modules', 'cwinntntdlldll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntmsvcrtdll', 'cwinntwinmmdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntmsafddll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntdll', 'cwinntmsidledll', 'cwinntpsapidll', 'thread', 'systhreadt', 'statecw', 'native', 'method', 'native', 'address', 'index', 'systhreadt', 'statecw', 'native', 'method', 'native', 'address', 'command', 'reader', 'systhreadt', 'stater', 'native', 'native', 'address', 'cwinntmsafddll', 'helper', 'thread', 'systhreadt', 'statecw', 'native', 'native', 'address', 'transport', 'listener', 'dtsocket', 'systhreadt', 'statecw', 'native', 'native', 'address', 'finalizer', 'systhreadt', 'statecw', 'native', 'method', 'native', 'address', 'reference', 'handler', 'systhreadt', 'statecw', 'native', 'method', 'native', 'address', 'signal', 'dispatcher', 'systhreadt', 'stater', 'native', 'native', 'address', 'lstrcmpiw', 'systhreadt', 'stater', 'native', 'method', 'method', 'method', 'native', 'address', 'drawicon', 'registerclassa', 'drawicon', 'drawicon', 'drawicon', 'getkeystate', 'ischarlowera', 'ischarlowera', 'getfocus', 'callwindowproca', 'follow', 'fail', 'directly', 'eclipse', 'host', 'eclipse', 'test', 'previous', 'eclipse', 'bring', 'problem', 'introduce', 'result', 'string', 'start', 'resize', 'behavior', 'dialog', 'especially', 'investigate', 'change', 'problem', 'happen', 'architecture', 'readme', 'limitation', 'limit', 'exception', 'string']"
9,4735,P4,,"['additional', 'region', 'feature']","['functionality', 'offer', 'region', 'extend', 'include', 'nonrectangular', 'regions', 'polygons', 'ellipses', 'segment', 'create', 'combinergn', 'possible', 'emulation', 'probably', 'region', 'origin', 'translation', 'useful', 'convert', 'region', 'define', 'coordinate', 'parent', 'offsetrgn', 'xoffsetregion', 'additional', 'region', 'composition', 'functionality', 'producting', 'regions', 'intersection', 'difference', 'regions', 'instead', 'combinergn', 'xunionregion', 'xsubtractregion', 'function', 'regions', 'perform', 'copyarea', 'region', 'drawimage', 'region', 'region', 'pattern', 'redrawregion', 'support', 'operations', 'control', 'systems', 'support', 'function', 'bound', 'rectangle', 'region', 'redraw', 'reconsideration', 'pointless', 'copyarea', 'region', 'set', 'clip', 'question', 'useful', 'idioms']"
