,Issue_id,Priority,Duplicated_issue,Title,Description
0,47,P3,,"['message', 'refresh']","['begintask', 'message', 'cause', 'generic', 'operation', 'progress', 'message', 'provide', 'descriptive', 'message']"
1,234,P3,,[],"['eclipse', 'incoming', 'change', 'click', 'release', 'internal', 'dialog', 'follow', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'method', 'reproduce', 'possibly', 'have', 'window']"
2,236,P5,,"['exceptions', 'start', 'workspace']","['startedshutdown', 'workspace', 'couple', 'suddenly', 'minutes', 'startup', 'internal', 'coreexception', 'getsharing', 'pzzdjtest', 'support', 'method', 'method', 'support', 'problems', 'occur', 'invoke', 'plugin', 'assertion', 'fail', 'internal', 'occur', 'consult', 'detail', 'method', 'method', 'internal', 'coreexception', 'getsharing', 'pzzdjtest', 'support', 'method', 'method', 'support', 'problems', 'occur', 'invoke', 'plugin', 'assertion', 'fail', 'internal', 'occur', 'consult', 'detail', 'method', 'method', 'jeanmichel', 'support', 'cause', 'plugin', 'load', 'share', 'corrupt', 'happen', 'machine', 'reproduce']"
3,861,P3,,[],"['workbench', 'invalid', 'catch', 'infoset', 'server', 'method', 'appear', 'documentation', 'instal', 'machine', 'instal', 'remote', 'server', 'window', 'preferences', 'select', 'configure', 'require', 'parameters', 'reproduce', 'uncought', 'exception', 'exception', 'catch', 'log', 'assume', 'platform', 'log', 'direct', 'console', 'log', 'occur']"
4,1749,P1,,"['debugger', 'source', 'generate', 'fail', 'execute', 'runnable']","['problems', 'problem', 'target', 'eclipse', 'debugger', 'install', 'change', 'orgeclipseui', 'breakpoint', 'actionrun', 'actually', 'method', 'runevent', 'reproduce', 'perspective', 'target', 'eclipse', 'create', 'project', 'button', 'toolbar', 'breakpoint', 'show', 'source', 'step', 'call', 'delegate', 'delegaterunthis', 'source', 'change', 'show', 'declare', 'receive', 'effect', 'previous', 'earlier', 'problem', 'click', 'frame', 'succession', 'frame', 'fail', 'execute', 'runnable', 'dialog', 'unhandled', 'exception', 'catch', 'orgeclipseui', 'fail', 'execute', 'runnable', 'fail', 'execute', 'runnable', 'method', 'unhandled', 'exception', 'catch', 'fail', 'execute', 'runnable', 'method', 'fail', 'execute', 'runnable', 'fail', 'execute', 'runnable', 'method', 'indicate', 'thread', 'problem']"
5,2093,P4,,"['perspectives', 'export', 'perspectives', 'install']","['delete', 'metadata', 'current', 'workbench', 'reoccuring', 'nullpointer', 'exception', 'unhandled', 'exception', 'catch', 'reason', 'significant', 'arrange', 'instal', 'propogate']"
6,2319,P1,,"['people', 'example']","['perspective', 'examples', 'select', 'people', 'unable', 'instantiate', 'plugin', 'unable', 'method']"
7,2320,P1,,"['people', 'contributions', 'example']","['perspective', 'examples', 'select', 'people', 'contributions', 'unable', 'instantiate', 'plugin', 'unable', 'method']"
8,2433,P3,,['perspective'],"['implementation', 'iviewpartinit', 'follow', 'public', 'initiviewsite', 'throw', 'superinitsite', 'special', 'apply', 'perspective', 'problem', 'occur', 'call', 'startup', 'determine', 'perspective', 'startup', 'restriction', 'document', 'follow', 'orgeclipseui', 'problems', 'occur', 'invoke', 'plugin', 'orgeclipseui', 'method', 'initialization', 'perspective', 'properly', 'initialize', 'theres', 'method', 'object', 'properly', 'initialize', 'example', 'return']"
9,2693,P3,,['walkback'],"['exit', 'workbench', 'consistently', 'dialog', 'indicate', 'occur', 'follow', 'orgeclipseui', 'problems', 'occur', 'invoke', 'plugin', 'orgeclipseui', 'argument', 'method', 'walkback', 'happen', 'productini', 'plaformini']"
10,2784,P3,,"['severe', 'walkback', 'shutdown']","['shut', 'target', 'eclipse', 'follow', 'orgeclipseui', 'problems', 'occur', 'invoke', 'plugin', 'orgeclipseui', 'argument', 'method', 'run', 'example', 'workspace', 'apparently', 'veronika', 'include', 'version', 'busyindicator', 'source', 'indicate', 'static', 'cleardisplay', 'display', 'displayslength', 'displaysindex', 'display', 'contradiction', 'indicate', 'problem', 'busywhile', 'method', 'method', 'call', 'display', 'dispose', 'display', 'disposal', 'happen', 'workbenchrun', 'method', 'modify', 'confer', 'change', 'workspace', 'selfhosting', 'workspace', 'runnablerun', 'finally', 'exception', 'probably', 'throw', 'runnable', 'runnable', 'execute', 'busyclose', 'perspective', 'window', 'close', 'perspectives', 'window', 'problem', 'identify', 'generate', 'exception', 'constructor', 'reference', 'follow', 'orgeclipseui', 'class', 'imageregistry', 'textviewererror', 'stringconverter', 'place', 'different', 'relate', 'simple', 'search', 'argument', 'eclipse', 'yield', 'unzip', 'source', 'plugins', 'argument', 'string', 'define', 'swtjava', 'string', 'constant', 'reference', 'orgeclipseswt', 'typically', 'throw', 'method', 'erroneously', 'conclusion', 'somebody', 'pass', 'control', 'method', 'indication', 'method', 'call', 'call', 'reproduceable', 'defer', 'bucket']"
11,2834,P2,,"['standard', 'components', 'delete']","['create', 'workbench', 'delete', 'restart', 'workbench', 'expect', 'message', 'print', 'editor', 'msword', 'exception', 'log', 'editor', 'follow', 'exception', 'orgeclipseui', 'problems', 'occur', 'invoke', 'plugin', 'orgeclipseui', 'method', 'method', 'method', 'method', 'method', 'method', 'exception', 'happen', 'orgeclipseui', 'problems', 'occur', 'invoke', 'plugin', 'orgeclipseui', 'argument', 'method', 'follow', 'oleeditorinit', 'nonnls', 'follow', 'suggestion', 'assume', 'oleeditor', 'clientsite', 'create', 'reference', 'place', 'directly', 'client', 'creation', 'problem', 'object', 'control', 'suggest', 'keep', 'check', 'stream']"
12,2963,P3,,"['exception', 'press', 'cancel']","['project', 'choose', 'replace', 'stream', 'cancel', 'progress', 'monitor', 'follow', 'exception', 'unfortunatly', 'reproduce', 'fail', 'execute', 'runnable', 'method']"
13,3041,P3,,"['handle', 'refactoring']","['windows', 'rename', 'typespackages', 'allow', 'handle', 'better', 'walkback', 'recovery', 'option', 'orgeclipsejdtui', 'internal', 'resource', 'exist', 'method', 'corner', 'handle', 'gracefully', 'critical', 'workbench', 'provide', 'validation', 'method', 'method', 'validatename', 'recognize', 'invalid', 'windows', 'platformaware', 'validation', 'routine', 'move']"
14,3073,P3,,"['indexer', 'print', 'console']","['console', 'start', 'workbench', 'compile', 'compile', 'compile', 'compile', 'compile', 'string', 'assertion', 'move', 'investigation', 'occur', 'inside', 'stringreplace', 'arguments', 'arguments']"
